FECHA,HORA_UTC,LATITUD (grados),LONGITUD (grados),PROFUNDIDAD (Km),MAGNITUD Ml,MAGNITUD Mw,DEPARTAMENTO,MUNICIPIO,# FASES,RMS (Seg),GAP (grados),ERROR LATITUD (Km),ERROR LONGITUD (Km),ERROR PROFUNDIDAD (Km),ESTADO
1993-09-15,09:25:37,   4.250, -75.553,   4.0,  2.2,,QUINDIO,PIJAO,8, 1.10,168,  7.9, 15.2, 22.3,Revisado
1994-04-07,14:20:39,   4.614, -75.623, 144.2,  2.4,,QUINDIO,CIRCASIA,4, 0.50,237, 13.3, 11.4, 17.9,Revisado
1994-06-01,01:52:57,   4.520, -75.540,   0.0,  2.0,,QUINDIO,SALENTO,0, 1.70,0,  0.0,  0.0,  0.0,Revisado
1994-11-10,19:58:42,   4.413, -75.767, 123.9,  2.9,,QUINDIO,LA_TEBAIDA,11, 1.30,202, 22.1, 23.7, 22.0,Revisado
1995-01-01,14:46:16,   4.468, -75.552,   0.0,  3.1,,QUINDIO,CALARCA,11, 1.80,147, 26.5, 26.6, 20.8,Revisado
1995-02-07,04:45:07,   4.454, -75.806, 166.1,  3.4,,QUINDIO,LA_TEBAIDA,12, 0.90,114, 13.9, 15.6, 37.1,Revisado
1995-06-03,12:36:37,   4.580, -75.812, 155.0,  3.4,,QUINDIO,MONTENEGRO,15, 0.40,109,  5.7,  7.8, 12.9,Revisado
1995-08-16,11:29:49,   4.378, -75.624,   6.9,  2.1,,QUINDIO,CORDOBA,6, 0.40,132,  2.8,  4.9,  7.6,Revisado
1995-10-02,00:10:14,   4.199, -75.804, 177.9,  4.1,,QUINDIO,GENOVA,11, 0.80,88,  7.0,  8.5, 25.8,Revisado
1995-12-02,13:56:35,   4.096, -75.736,   5.0,  2.4,,QUINDIO,GENOVA,9, 0.60,167,  2.9,  4.2,  6.3,Revisado
1996-02-10,20:22:34,   4.676, -75.664, 134.6,  3.7,,QUINDIO,FILANDIA,12, 0.80,65,  5.7,  6.7, 17.9,Revisado
1996-02-26,15:36:55,   4.726, -75.587, 140.6,  2.7,,QUINDIO,SALENTO,9, 0.90,113,  7.1, 10.8, 15.8,Revisado
1996-03-10,03:43:00,   4.581, -75.605, 100.1,  2.3,,QUINDIO,CALARCA,4, 1.10,215, 13.0, 30.7, 80.4,Revisado
1996-04-02,06:50:26,   4.482, -75.759,   4.0,  2.3,,QUINDIO,LA_TEBAIDA,6, 0.70,187, 10.7,  8.3, 17.9,Revisado
1996-06-06,08:21:56,   4.681, -75.563, 152.0,  3.1,,QUINDIO,SALENTO,10, 0.60,184,  8.9, 10.9, 14.7,Revisado
1996-10-07,14:32:40,   4.053, -75.835,   4.0,  2.2,,QUINDIO,GENOVA,4, 1.00,176, 35.9, 40.4, 78.7,Revisado
1996-11-05,23:14:26,   4.590, -75.686, 150.0,  2.9,,QUINDIO,CIRCASIA,8, 0.60,165,  3.6,  8.6, 10.0,Revisado
1996-12-03,08:07:59,   4.210, -75.890,   0.0,  2.9,,QUINDIO,GENOVA,0, 1.60,0,  0.0,  0.0,  0.0,Revisado
1997-01-10,08:34:39,   4.745, -75.413,   0.0,  2.0,,QUINDIO,SALENTO,4, 0.90,237,  6.6, 23.8, 11.8,Revisado
1997-01-14,23:10:58,   4.595, -75.543,   0.0,  2.2,,QUINDIO,SALENTO,6, 0.90,211,  7.1, 11.2,  9.1,Revisado
1997-03-01,09:25:06,   4.489, -75.853, 132.0,  3.1,,QUINDIO,LA_TEBAIDA,9, 1.00,92, 15.5, 14.0, 20.8,Revisado
1997-04-24,19:23:14,   4.590, -75.811, 150.0,  3.3,,QUINDIO,QUIMBAYA,7, 0.90,105, 10.9, 13.4, 16.2,Revisado
1997-08-10,17:50:46,   4.703, -75.687, 142.4,  3.9,,QUINDIO,FILANDIA,16, 0.80,66,  5.3,  5.6, 10.7,Revisado
1997-09-01,16:10:46,   4.689, -75.706, 164.0,  3.5,,QUINDIO,FILANDIA,11, 0.90,118,  9.1, 13.9, 17.4,Revisado
1997-09-02,12:13:21,   3.958, -75.866, 230.0,  6.8,,QUINDIO,GENOVA,18, 0.70,54,  6.4,  7.5, 15.9,Revisado
1997-10-09,23:36:20,   3.949, -75.900, 194.0,  2.4,,QUINDIO,GENOVA,5, 0.60,153,  8.7, 13.9, 16.6,Revisado
1997-12-11,07:56:29,   3.980, -75.943, 207.5,  6.5,,QUINDIO,GENOVA,14, 1.10,64,  9.8, 10.7, 25.6,Revisado
1998-01-09,02:35:45,   4.492, -75.654, 160.0,  2.5,,QUINDIO,CALARCA,9, 0.70,165,  8.9,  6.2, 12.3,Revisado
1998-02-11,06:52:49,   4.468, -75.624,  18.3,  1.9,,QUINDIO,CALARCA,3, 0.10,213, 21.2, 48.3, 76.7,Revisado
1998-05-04,12:13:57,   4.732, -75.471,   0.0,  2.0,,QUINDIO,SALENTO,4, 0.90,258,  9.1, 29.6, 11.8,Revisado
1998-09-02,05:08:49,   4.060, -75.816,   0.0,  2.5,,QUINDIO,GENOVA,5, 0.90,163, 16.3, 23.6, 57.0,Revisado
1998-09-03,22:12:37,   4.011, -75.917, 180.0,  3.0,,QUINDIO,GENOVA,5, 0.90,159, 14.5, 20.9, 20.9,Revisado
1999-01-05,05:55:53,   4.319, -75.678,   4.1,  2.8,,QUINDIO,PIJAO,6, 1.10,104, 11.2, 12.7, 19.5,Revisado
1999-01-25,18:19:17,   4.439, -75.698,   0.0,  6.3,,QUINDIO,CORDOBA,12, 1.10,90,  8.8,  6.5, 14.8,Revisado
1999-01-25,18:51:05,   4.461, -75.744,   0.8,  2.9,,QUINDIO,LA_TEBAIDA,5, 1.30,126, 22.0, 14.8, 40.1,Revisado
1999-01-25,19:01:02,   4.388, -75.631,   4.3,  2.5,,QUINDIO,CORDOBA,6, 0.80,134,  7.4,  6.4, 15.4,Revisado
1999-01-25,19:07:20,   4.409, -75.700,   3.3,  2.6,,QUINDIO,CORDOBA,5, 1.10,130, 17.9, 14.1, 88.3,Revisado
1999-01-25,19:08:48,   4.503, -75.712,   3.5,  4.5,,QUINDIO,ARMENIA,12, 1.00,88, 12.6, 12.1, 29.9,Revisado
1999-01-25,20:28:21,   4.424, -75.691,   4.0,  3.0,,QUINDIO,CORDOBA,4, 0.80,169, 31.1, 16.2, 66.5,Revisado
1999-01-25,21:03:19,   4.344, -75.691,   0.0,  3.2,,QUINDIO,PIJAO,5, 1.70,156, 50.0, 23.4, 34.4,Revisado
1999-01-25,21:23:06,   4.504, -75.688,   0.0,  3.7,,QUINDIO,ARMENIA,6, 1.00,125, 31.5, 17.5, 75.6,Revisado
1999-01-25,21:47:17,   4.470, -75.652,  10.0,  2.6,,QUINDIO,CALARCA,4, 0.80,174, 20.6,  9.0, 18.2,Revisado
1999-01-25,22:03:55,   4.317, -75.600,   1.0,  2.6,,QUINDIO,PIJAO,6, 0.70,127, 24.5,  9.2, 62.9,Revisado
1999-01-25,22:11:57,   4.477, -75.641,   5.1,  2.3,,QUINDIO,CALARCA,4, 0.70,178, 16.0,  7.2, 29.4,Revisado
1999-01-25,22:40:18,   4.414, -75.724,   3.5,  5.8,,QUINDIO,CORDOBA,12, 1.00,90, 16.1, 10.2, 25.0,Revisado
1999-01-25,23:33:47,   4.467, -75.700,   2.8,  2.8,,QUINDIO,ARMENIA,6, 0.70,176, 31.1, 14.6, 41.6,Revisado
1999-01-26,01:34:09,   4.464, -75.695,   5.0,  2.8,,QUINDIO,CORDOBA,6, 0.90,126, 16.5, 11.4, 34.4,Revisado
1999-01-26,02:08:31,   4.348, -75.652,   3.2,  2.9,,QUINDIO,PIJAO,5, 0.60,153, 18.6,  8.8, 24.8,Revisado
1999-01-26,02:30:41,   4.435, -75.669,   3.2,  2.5,,QUINDIO,CORDOBA,5, 0.70,145, 37.5, 19.6, 58.3,Revisado
1999-01-26,04:00:13,   4.402, -75.682,   1.6,  3.5,,QUINDIO,CORDOBA,5, 0.90,163, 19.3, 10.9, 44.8,Revisado
1999-01-26,04:19:05,   4.445, -75.647,   5.0,  2.5,,QUINDIO,CORDOBA,5, 0.80,184, 78.0, 33.1, 35.3,Revisado
1999-01-26,04:31:04,   4.453, -75.718,   4.0,  2.7,,QUINDIO,LA_TEBAIDA,5, 1.50,175, 66.9, 32.7, 57.6,Revisado
1999-01-26,07:24:27,   4.401, -75.685,   4.0,  2.7,,QUINDIO,CORDOBA,7, 1.10,130, 19.2, 11.8, 29.4,Revisado
1999-01-26,11:58:48,   4.404, -75.697,   6.7,  3.3,,QUINDIO,CORDOBA,7, 0.70,128, 17.0, 11.8, 35.6,Revisado
1999-01-27,01:33:12,   4.362, -75.636,   3.9,  3.3,,QUINDIO,CORDOBA,4, 1.00,208, 96.3, 50.4, 29.6,Revisado
1999-01-27,06:05:02,   4.448, -75.685,   3.0,  3.7,,QUINDIO,CORDOBA,6, 0.90,155, 22.6, 12.5, 32.7,Revisado
1999-01-27,06:05:03,   4.472, -75.665,   3.9,  3.6,,QUINDIO,CALARCA,4, 0.40,154, 17.8,  6.5,  9.1,Revisado
1999-01-27,16:42:54,   4.527, -75.718,   0.0,  3.7,,QUINDIO,ARMENIA,11, 1.00,92, 11.3, 11.8, 30.8,Revisado
1999-01-27,20:44:26,   4.521, -75.717,   7.4,  2.7,,QUINDIO,ARMENIA,6, 0.90,159, 14.0, 14.9, 28.8,Revisado
1999-01-27,23:11:15,   4.546, -75.609,   0.0,  2.1,,QUINDIO,CALARCA,4, 0.60,181,  6.3,  6.6,  9.6,Revisado
1999-01-28,00:32:45,   4.499, -75.677,   2.9,  2.9,,QUINDIO,ARMENIA,7, 0.90,112, 14.5, 16.4, 49.5,Revisado
1999-01-28,05:45:38,   4.426, -75.771,   4.8,  2.6,,QUINDIO,LA_TEBAIDA,6, 0.90,156,  6.8,  8.3, 21.7,Revisado
1999-01-28,09:45:07,   4.475, -75.675,   5.9,  2.6,,QUINDIO,ARMENIA,7, 0.90,111, 10.9, 11.1, 36.0,Revisado
1999-01-28,16:13:18,   4.464, -75.710,   5.5,  3.0,,QUINDIO,CORDOBA,6, 0.90,129, 10.1,  7.4, 21.1,Revisado
1999-01-28,16:35:49,   4.492, -75.690,   0.0,  2.9,,QUINDIO,ARMENIA,7, 0.90,111, 14.2, 11.9, 38.5,Revisado
1999-01-28,20:16:19,   4.536, -75.625,   0.0,  2.4,,QUINDIO,CALARCA,4, 0.70,182,  4.9,  5.6,  9.8,Revisado
1999-01-28,22:17:24,   4.459, -75.722,   4.3,  3.0,,QUINDIO,LA_TEBAIDA,6, 1.00,111,  9.5,  7.8, 23.6,Revisado
1999-01-28,22:51:17,   4.550, -75.697,   4.3,  2.4,,QUINDIO,ARMENIA,5, 0.70,152,  4.5,  5.7, 10.9,Revisado
1999-01-29,01:00:12,   4.388, -75.662,   6.5,  2.1,,QUINDIO,CORDOBA,5, 1.00,144,  5.9, 12.6, 12.4,Revisado
1999-01-29,06:06:56,   4.525, -75.688,   0.0,  3.9,,QUINDIO,ARMENIA,11, 0.90,92, 11.1,  9.4, 32.9,Revisado
1999-01-29,16:40:32,   4.614, -75.658,   0.0,  2.4,,QUINDIO,CIRCASIA,5, 0.90,187, 13.8, 18.4, 42.1,Revisado
1999-01-29,18:58:12,   4.404, -75.672,   4.1,  2.5,,QUINDIO,CORDOBA,6, 0.90,131,  4.9,  5.3,  7.5,Revisado
1999-01-30,02:17:17,   4.393, -75.630,   0.0,  2.4,,QUINDIO,CORDOBA,6, 0.90,105, 12.4, 12.2, 48.2,Revisado
1999-01-30,03:41:01,   4.449, -75.683,   6.6,  2.1,,QUINDIO,CORDOBA,6, 0.80,111, 10.1, 14.8, 25.7,Revisado
1999-01-30,04:21:54,   4.403, -75.650,   1.7,  2.5,,QUINDIO,CORDOBA,7, 0.70,103,  3.3,  4.8,  7.5,Revisado
1999-01-30,04:21:54,   4.403, -75.650,   1.7,  2.5,,QUINDIO,CORDOBA,7, 0.70,183, 17.8, 18.1, 29.2,Revisado
1999-01-30,12:24:27,   4.417, -75.715,   7.1,  4.2,,QUINDIO,CORDOBA,10, 1.00,95, 11.0, 10.0, 43.2,Revisado
1999-01-30,14:32:59,   4.472, -75.711,   4.2,  2.7,,QUINDIO,ARMENIA,6, 1.00,111, 10.2,  8.7, 25.4,Revisado
1999-01-31,00:46:01,   4.470, -75.729,   0.0,  2.0,,QUINDIO,LA_TEBAIDA,6, 0.60,111,  4.7, 11.0, 12.8,Revisado
1999-01-31,04:49:10,   4.477, -75.694,   7.1,  2.0,,QUINDIO,ARMENIA,6, 0.90,110, 13.9, 14.6, 26.2,Revisado
1999-01-31,05:42:35,   4.454, -75.669,   7.6,  2.6,,QUINDIO,CORDOBA,7, 1.00,111, 12.2, 10.6, 41.4,Revisado
1999-01-31,06:17:25,   4.445, -75.664,   6.8,  3.0,,QUINDIO,CORDOBA,11, 0.90,95,  9.3, 13.0, 28.8,Revisado
1999-01-31,07:26:42,   4.487, -75.659,   0.0,  2.3,,QUINDIO,CALARCA,6, 0.70,212,  7.4, 16.4, 17.3,Revisado
1999-01-31,07:26:43,   4.542, -75.698,   4.0,  2.2,,QUINDIO,ARMENIA,5, 1.10,154, 20.0, 15.7, 31.3,Revisado
1999-01-31,10:03:30,   4.521, -75.666,   4.4,  3.6,,QUINDIO,ARMENIA,12, 1.00,94,  9.1,  7.8, 29.1,Revisado
1999-01-31,15:03:09,   4.463, -75.725,   5.8,  2.8,,QUINDIO,LA_TEBAIDA,5, 0.50,157, 19.1, 20.3, 92.5,Revisado
1999-01-31,15:30:03,   4.508, -75.693,   0.0,  3.3,,QUINDIO,ARMENIA,8, 0.80,93,  8.5,  7.3, 27.1,Revisado
1999-01-31,18:36:56,   4.480, -75.705,   6.7,  3.2,,QUINDIO,ARMENIA,8, 0.90,93, 11.0, 11.8, 29.3,Revisado
1999-01-31,22:53:03,   4.554, -75.638,   7.6,  2.2,,QUINDIO,CALARCA,4, 0.80,183, 28.4, 19.2, 18.3,Revisado
1999-02-01,08:23:58,   4.522, -75.697,   0.0,  2.7,,QUINDIO,ARMENIA,5, 0.80,112, 15.3, 12.9, 28.3,Revisado
1999-02-01,10:40:28,   4.387, -75.655,   6.0,  2.2,,QUINDIO,CORDOBA,6, 0.90,106,  8.7, 13.4, 19.3,Revisado
1999-02-01,16:46:22,   4.511, -75.594,   4.0,  2.4,,QUINDIO,CALARCA,4, 0.00,181,  3.4,  1.9,  0.0,Revisado
1999-02-01,20:28:26,   4.483, -75.829,   4.0,  2.7,,QUINDIO,LA_TEBAIDA,6, 0.60,116, 10.4,  7.0, 21.1,Revisado
1999-02-02,06:26:49,   4.512, -75.652,   1.1,  3.0,,QUINDIO,CALARCA,10, 1.30,62,  9.3,  6.8, 14.6,Revisado
1999-02-02,07:58:39,   4.362, -75.687,   8.0,  2.0,,QUINDIO,CORDOBA,4, 0.10,150,  3.1,  6.0,  9.7,Revisado
1999-02-02,18:42:36,   4.394, -75.598,   0.0,  3.1,,QUINDIO,CORDOBA,4, 0.40,128,  8.5,  6.1, 12.7,Revisado
1999-02-03,10:14:37,   4.384, -75.697,   4.4,  3.1,,QUINDIO,CORDOBA,8, 1.40,107, 15.2, 20.8, 37.0,Revisado
1999-02-03,17:41:44,   4.557, -75.660,   3.1,  2.4,,QUINDIO,CALARCA,4, 0.40,184,  3.8,  4.2,  6.2,Revisado
1999-02-03,18:01:26,   4.352, -75.595,   9.8,  2.7,,QUINDIO,CORDOBA,5, 0.50,133,  6.1, 13.3, 15.4,Revisado
1999-02-04,10:32:32,   4.558, -75.674,   4.8,  3.1,,QUINDIO,ARMENIA,6, 0.60,95,  5.8,  8.1, 16.9,Revisado
1999-02-04,15:38:18,   4.426, -75.833,   4.0,  2.8,,QUINDIO,LA_TEBAIDA,5, 1.10,126, 27.1, 17.8, 49.9,Revisado
1999-02-04,22:59:10,   4.497, -75.681,   4.0,  2.2,,QUINDIO,ARMENIA,3, 1.10,223, 85.1, 75.1, 19.4,Revisado
1999-02-05,00:10:05,   4.525, -75.668,   4.1,  3.1,,QUINDIO,ARMENIA,10, 0.90,88,  7.9,  6.4, 15.5,Revisado
1999-02-05,14:40:21,   4.479, -75.679,   4.0,  2.1,,QUINDIO,ARMENIA,4, 0.90,152, 13.9,  9.8, 19.0,Revisado
1999-02-05,22:17:08,   4.418, -75.584,   0.0,  1.9,,QUINDIO,CORDOBA,3, 0.50,279, 10.1, 92.7, 70.2,Revisado
1999-02-05,23:45:17,   4.470, -75.686,   4.0,  3.4,,QUINDIO,ARMENIA,9, 1.30,78,  9.0,  9.8, 19.9,Revisado
1999-02-06,06:06:31,   4.558, -75.658,   4.8,  2.2,,QUINDIO,CALARCA,7, 0.60,112,  4.2,  5.0,  9.7,Revisado
1999-02-06,10:42:12,   4.493, -75.719,   4.1,  2.6,,QUINDIO,ARMENIA,6, 0.90,126, 10.2, 12.9, 26.2,Revisado
1999-02-06,13:48:41,   4.461, -75.694,   4.0,  3.4,,QUINDIO,CORDOBA,6, 0.80,128, 11.9,  6.8, 20.6,Revisado
1999-02-06,21:54:33,   4.505, -75.660,   3.9,  3.0,,QUINDIO,CALARCA,10, 1.60,110,  8.6,  7.6, 15.3,Revisado
1999-02-06,22:28:40,   4.362, -75.619,  11.0,  2.7,,QUINDIO,CORDOBA,7, 1.10,104,  7.2, 11.1, 16.1,Revisado
1999-02-07,08:09:10,   4.532, -75.686,   2.5,  3.0,,QUINDIO,ARMENIA,8, 1.00,76,  7.8,  6.2, 13.7,Revisado
1999-02-07,08:23:50,   4.506, -75.685,   3.0,  3.3,,QUINDIO,ARMENIA,12, 1.30,63,  8.9,  8.3, 17.9,Revisado
1999-02-07,15:44:21,   4.379, -75.626,  10.0,  2.3,,QUINDIO,CORDOBA,6, 0.60,104,  5.8,  5.3,  8.8,Revisado
1999-02-07,16:23:23,   4.531, -75.664,   6.9,  3.0,,QUINDIO,CALARCA,8, 1.20,76,  8.7,  8.6, 18.5,Revisado
1999-02-08,13:23:46,   4.473, -75.605,   4.2,  2.2,,QUINDIO,CALARCA,4, 0.80,212, 25.0, 19.8, 26.9,Revisado
1999-02-08,20:40:40,   4.490, -75.670,   6.7,  2.7,,QUINDIO,ARMENIA,7, 1.20,110, 10.1, 11.8, 22.1,Revisado
1999-02-09,20:23:39,   4.491, -75.637,   8.6,  2.3,,QUINDIO,CALARCA,7, 0.90,109,  8.3, 14.3, 27.5,Revisado
1999-02-09,21:43:27,   4.392, -75.725,   4.0,  2.1,,QUINDIO,CORDOBA,5, 0.90,153,  8.1, 16.9, 30.2,Revisado
1999-02-09,21:52:55,   4.402, -75.742,   4.7,  2.2,,QUINDIO,BUENAVISTA,7, 1.00,110,  8.8, 16.6, 31.6,Revisado
1999-02-10,00:41:32,   4.443, -75.667,   4.1,  2.2,,QUINDIO,CORDOBA,7, 1.10,108,  8.7, 14.8, 29.1,Revisado
1999-02-10,01:42:04,   4.506, -75.600,   2.3,  1.8,,QUINDIO,CALARCA,5, 0.60,181,  4.2,  6.3,  7.9,Revisado
1999-02-11,07:34:01,   4.372, -75.664,   4.0,  1.7,,QUINDIO,CORDOBA,5, 1.50,184, 11.2, 26.5, 39.6,Revisado
1999-02-11,10:10:10,   4.516, -75.710,   4.0,  3.3,,QUINDIO,ARMENIA,13, 1.20,64,  7.0,  7.6, 14.3,Revisado
1999-02-12,14:34:32,   4.550, -75.768,  10.0,  2.0,,QUINDIO,MONTENEGRO,6, 0.50,116,  6.5,  8.8, 19.4,Revisado
1999-02-12,14:36:52,   4.474, -75.673,   4.0,  2.1,,QUINDIO,ARMENIA,5, 0.80,151,  6.7, 10.0, 20.1,Revisado
1999-02-12,14:38:43,   4.384, -75.630,   0.9,  2.4,,QUINDIO,CORDOBA,5, 0.20,183,  2.4,  5.8,  9.0,Revisado
1999-02-14,02:55:39,   4.450, -75.633,  12.0,  2.0,,QUINDIO,CORDOBA,4, 0.50,149,  4.0, 10.2, 11.8,Revisado
1999-02-14,07:26:44,   4.512, -75.659,   4.0,  2.6,,QUINDIO,CALARCA,5, 1.10,110, 12.9,  8.9, 19.5,Revisado
1999-02-14,19:56:19,   4.514, -75.713,   4.0,  2.0,,QUINDIO,ARMENIA,4, 0.60,154, 32.1, 23.4, 57.6,Revisado
1999-02-14,20:48:27,   4.480, -75.745,   4.4,  2.4,,QUINDIO,LA_TEBAIDA,5, 0.80,155, 11.5, 18.1, 24.8,Revisado
1999-02-16,12:18:38,   4.480, -75.656,   5.9,  2.3,,QUINDIO,CALARCA,5, 1.10,128, 11.5,  9.6, 19.5,Revisado
1999-02-16,13:27:47,   4.324, -75.649,   8.0,  2.8,,QUINDIO,PIJAO,6, 1.00,103,  9.7, 16.0, 17.2,Revisado
1999-02-17,04:12:09,   4.563, -75.693,   4.2,  2.3,,QUINDIO,ARMENIA,5, 0.90,154,  6.9, 13.5, 23.9,Revisado
1999-02-17,04:58:00,   4.470, -75.721,   4.0,  2.8,,QUINDIO,ARMENIA,10, 1.40,93, 10.9,  9.0, 17.4,Revisado
1999-02-17,05:48:37,   4.572, -75.687,   1.2,  2.0,,QUINDIO,ARMENIA,4, 0.30,153,  4.6,  3.5,  8.2,Revisado
1999-02-18,04:49:55,   4.465, -75.648,   0.0,  2.5,,QUINDIO,CALARCA,4, 0.60,112,  5.9,  4.3, 11.4,Revisado
1999-02-18,13:47:07,   4.446, -75.623,   4.0,  2.4,,QUINDIO,CORDOBA,6, 0.90,106,  9.1, 12.7, 25.4,Revisado
1999-02-19,09:54:15,   4.489, -75.678,   6.0,  2.9,,QUINDIO,ARMENIA,7, 1.10,110, 12.6, 17.6, 32.5,Revisado
1999-02-20,02:33:54,   4.526, -75.674,   3.2,  2.4,,QUINDIO,ARMENIA,6, 1.30,152,  9.7, 12.6, 18.2,Revisado
1999-02-20,13:32:35,   4.476, -75.617,   0.0,  2.2,,QUINDIO,CALARCA,3, 0.60,277, 31.8, 25.9, 30.2,Revisado
1999-02-21,05:32:11,   4.484, -75.707,   8.0,  3.5,,QUINDIO,ARMENIA,10, 1.10,93,  9.0,  9.4, 18.6,Revisado
1999-02-21,05:57:43,   4.408, -75.642,   4.0,  2.6,,QUINDIO,CORDOBA,6, 0.80,155, 19.0, 14.1, 33.5,Revisado
1999-02-21,06:36:01,   4.407, -75.712,   3.1,  2.1,,QUINDIO,CORDOBA,5, 0.90,109,  7.1,  7.8, 14.1,Revisado
1999-02-21,10:05:20,   4.505, -75.676,   4.1,  2.3,,QUINDIO,ARMENIA,7, 0.60,111,  8.2,  8.7, 19.7,Revisado
