FECHA,HORA_UTC,LATITUD (grados),LONGITUD (grados),PROFUNDIDAD (Km),MAGNITUD Ml,MAGNITUD Mw,DEPARTAMENTO,MUNICIPIO,# FASES,RMS (Seg),GAP (grados),ERROR LATITUD (Km),ERROR LONGITUD (Km),ERROR PROFUNDIDAD (Km),ESTADO
1999-02-21,13:36:27,   4.552, -75.669,   1.1,  2.3,,QUINDIO,ARMENIA,7, 1.30,112, 10.7,  7.7, 15.9,Revisado
1999-02-22,10:47:15,   4.699, -75.490,  51.0,  3.2,,QUINDIO,SALENTO,4, 0.50,236, 19.7, 17.1, 14.5,Revisado
1999-02-23,14:22:13,   4.496, -75.710,   6.0,  2.4,,QUINDIO,ARMENIA,7, 0.90,112,  7.6,  9.2, 17.8,Revisado
1999-02-23,16:37:33,   4.354, -75.570,   3.8,  2.3,,QUINDIO,CORDOBA,5, 0.50,144, 12.4, 13.0, 25.5,Revisado
1999-02-24,03:33:13,   4.387, -75.665,   9.1,  2.7,,QUINDIO,CORDOBA,11, 1.00,60,  6.2,  8.0, 13.6,Revisado
1999-02-24,12:06:55,   4.504, -75.678,  10.0,  2.5,,QUINDIO,ARMENIA,6, 0.80,152,  6.2, 22.4, 32.1,Revisado
1999-02-24,12:06:56,   4.449, -75.625,   4.2,  2.9,,QUINDIO,CORDOBA,6, 1.10,168,  9.3,  8.2, 18.6,Revisado
1999-02-24,15:31:34,   4.475, -75.605,   0.0,  2.2,,QUINDIO,CALARCA,4, 0.10,117,  1.4,  1.6,  3.8,Revisado
1999-02-25,15:38:39,   4.417, -75.694,   7.4,  4.2,,QUINDIO,CORDOBA,13, 1.20,88,  9.6, 10.4, 24.2,Revisado
1999-02-28,04:21:05,   4.518, -75.666,   0.0,  2.3,,QUINDIO,CALARCA,5, 1.20,185, 19.4, 33.1,  5.9,Revisado
1999-03-01,05:13:02,   4.491, -75.617,   4.0,  2.4,,QUINDIO,CALARCA,7, 0.50,108,  3.0,  3.2,  5.9,Revisado
1999-03-01,21:28:51,   4.636, -75.631,   2.1,  2.7,,QUINDIO,CIRCASIA,4, 0.50,183,  4.8,  6.2, 10.8,Revisado
1999-03-02,00:03:44,   4.622, -75.651,   5.6,  2.2,,QUINDIO,CIRCASIA,4, 0.40,184,  4.6,  6.5,  9.1,Revisado
1999-03-02,01:21:14,   4.525, -75.708,   4.0,  2.3,,QUINDIO,ARMENIA,5, 1.20,154,  9.8, 12.9, 21.6,Revisado
1999-03-02,07:42:13,   4.418, -75.749,   4.0,  3.2,,QUINDIO,CORDOBA,10, 0.90,107,  6.9,  9.8, 14.6,Revisado
1999-03-02,23:05:41,   4.526, -75.728,   4.2,  2.3,,QUINDIO,ARMENIA,6, 0.70,139,  5.0,  7.9, 11.0,Revisado
1999-03-03,04:57:54,   4.484, -75.597,   4.0,  2.0,,QUINDIO,CALARCA,4, 0.50,181,  3.7, 10.3, 14.9,Revisado
1999-03-05,19:26:27,   4.419, -75.667,   3.7,  3.5,,QUINDIO,CORDOBA,8, 0.80,150,  4.4,  9.0, 10.1,Revisado
1999-03-06,03:24:32,   4.506, -75.730,   0.0,  3.2,,QUINDIO,ARMENIA,8, 1.10,107, 14.2, 24.2, 76.4,Revisado
1999-03-07,03:44:05,   4.624, -75.603,   2.0,  2.3,,QUINDIO,SALENTO,5, 0.40,158,  2.6,  3.6,  5.8,Revisado
1999-03-08,12:11:42,   4.493, -75.812,   0.1,  2.9,,QUINDIO,LA_TEBAIDA,5, 2.20,192, 17.8, 37.8, 39.4,Revisado
1999-03-09,17:03:23,   4.481, -75.626,   6.5,  2.0,,QUINDIO,CALARCA,4, 0.40,118,  4.5,  7.5, 15.9,Revisado
1999-03-10,05:52:03,   4.483, -75.648,   9.0,  1.5,,QUINDIO,CALARCA,3, 0.10,227,  1.5,  3.9,  5.7,Revisado
1999-03-11,13:07:24,   4.499, -75.666,   4.0,  3.6,,QUINDIO,CALARCA,10, 0.50,62,  2.8,  3.2,  6.2,Revisado
1999-03-11,20:21:05,   4.452, -75.681,   4.0,  2.9,,QUINDIO,CORDOBA,7, 0.70,109,  8.1,  8.4, 34.5,Revisado
1999-03-13,03:30:30,   4.494, -75.636,   1.1,  2.7,,QUINDIO,CALARCA,5, 0.60,159,  3.9,  6.2,  8.6,Revisado
1999-03-13,07:41:04,   4.499, -75.623,   0.8,  2.7,,QUINDIO,CALARCA,5, 0.60,182,  4.3,  7.1,  9.6,Revisado
1999-03-13,10:26:01,   4.497, -75.592,   3.6,  2.6,,QUINDIO,CALARCA,5, 0.50,181,  3.3,  5.6,  7.1,Revisado
1999-03-13,10:43:31,   4.472, -75.665,   0.0,  2.2,,QUINDIO,CALARCA,4, 1.00,184,  9.1, 13.4, 20.5,Revisado
1999-03-13,23:37:18,   4.460, -75.596,   3.9,  2.3,,QUINDIO,CALARCA,5, 1.00,181,  6.0, 10.8, 13.7,Revisado
1999-03-14,17:22:05,   4.454, -75.660,   3.3,  1.9,,QUINDIO,CORDOBA,3, 0.30,229,  3.3,  5.5,  6.8,Revisado
1999-03-16,15:43:01,   4.414, -75.654,   3.5,  2.4,,QUINDIO,CORDOBA,3, 0.00,230,  1.4,  4.0,  4.9,Revisado
1999-03-17,01:04:38,   4.459, -75.708,   4.0,  3.5,,QUINDIO,CORDOBA,8, 1.40,139, 14.4, 18.8, 42.3,Revisado
1999-03-21,22:14:40,   4.505, -75.660,   4.0,  2.8,,QUINDIO,CALARCA,7, 0.40,110,  3.8,  6.9, 14.1,Revisado
1999-03-22,22:43:40,   4.514, -75.676,   0.0,  2.3,,QUINDIO,ARMENIA,7, 0.50,185,  5.4,  9.1, 14.6,Revisado
1999-03-23,03:56:58,   4.490, -75.654,   4.0,  3.2,,QUINDIO,CALARCA,11, 1.60,62,  9.0, 11.2, 22.3,Revisado
1999-03-25,07:12:21,   4.397, -75.715,   3.4,  2.8,,QUINDIO,CORDOBA,6, 0.80,187,  9.9, 12.6, 23.2,Revisado
1999-03-25,07:12:22,   4.389, -75.668,   3.8,  2.7,,QUINDIO,CORDOBA,8, 1.20,106,  7.5, 10.4, 17.6,Revisado
1999-03-29,15:46:03,   4.612, -75.621,   8.0,  2.9,,QUINDIO,CIRCASIA,6, 0.50,112,  4.0,  8.0, 11.9,Revisado
1999-03-30,18:43:12,   4.500, -75.662,   3.7,  3.4,,QUINDIO,CALARCA,8, 1.40,110, 16.9, 16.6, 47.5,Revisado
1999-04-01,09:54:52,   4.631, -75.633,   4.0,  2.5,,QUINDIO,CIRCASIA,5, 1.10,183, 12.7, 19.9, 29.3,Revisado
1999-04-04,09:03:02,   4.474, -75.549,  18.4,  2.8,,QUINDIO,CALARCA,5, 0.50,178,  3.7, 17.8, 12.8,Revisado
1999-04-04,10:12:25,   4.462, -75.617,  11.9,  2.0,,QUINDIO,CALARCA,3, 0.10,225,  1.3,  4.6,  5.1,Revisado
1999-04-06,12:10:49,   4.406, -75.659,   5.7,  2.7,,QUINDIO,CORDOBA,6, 0.70,184,  3.8, 11.9, 15.8,Revisado
1999-04-06,18:40:05,   4.425, -75.675,   0.0,  3.1,,QUINDIO,CORDOBA,6, 1.30,185, 12.1, 18.0, 27.1,Revisado
1999-04-07,10:46:09,   4.420, -75.586,  13.5,  2.4,,QUINDIO,CORDOBA,5, 0.20,180,  7.3, 33.4, 31.5,Revisado
1999-04-08,14:09:34,   4.476, -75.685,   4.0,  3.4,,QUINDIO,ARMENIA,6, 0.70,185,  5.8, 13.8, 20.9,Revisado
1999-04-08,15:41:25,   4.497, -75.684,   4.0,  3.5,,QUINDIO,ARMENIA,9, 0.80,114,  5.2,  7.1, 11.6,Revisado
1999-04-09,02:32:08,   4.530, -75.615,   0.0,  2.2,,QUINDIO,CALARCA,5, 0.70,182,  5.1,  8.2, 10.9,Revisado
1999-04-11,17:40:38,   4.475, -75.587,  12.7,  2.2,,QUINDIO,CALARCA,4, 0.20,180,  1.9,  7.9, 10.9,Revisado
1999-04-14,01:40:29,   4.486, -75.607,   0.0,  2.0,,QUINDIO,CALARCA,4, 0.30,181,  2.4,  4.0,  5.3,Revisado
1999-04-14,20:23:48,   4.480, -75.593,   9.8,  2.3,,QUINDIO,CALARCA,4, 0.50,186,  3.8, 13.1, 16.0,Revisado
1999-04-15,08:49:02,   4.693, -75.390,  30.8,  2.6,,QUINDIO,SALENTO,6, 0.90,281, 20.1, 20.9,  9.7,Revisado
1999-04-15,13:59:36,   4.471, -75.642,   4.3,  2.2,,QUINDIO,CALARCA,3, 0.10,227,  2.1,  4.0,  7.0,Revisado
1999-04-16,12:24:03,   4.629, -75.467,  30.3,  2.4,,QUINDIO,SALENTO,4, 0.20,284,  8.1,  7.1,  4.4,Revisado
1999-04-18,06:08:58,   4.518, -75.558,  14.8,  1.8,,QUINDIO,CALARCA,3, 0.20,219,  2.0,  9.0,  7.3,Revisado
1999-04-19,03:48:30,   4.393, -75.699,   4.2,  2.8,,QUINDIO,CORDOBA,9, 0.70,115,  4.7,  8.1, 12.2,Revisado
1999-04-20,07:05:03,   4.491, -75.629,   2.1,  2.3,,QUINDIO,CALARCA,5, 0.40,183,  8.6, 13.5, 21.6,Revisado
1999-04-20,09:15:35,   4.468, -75.623,   1.8,  2.1,,QUINDIO,CALARCA,4, 0.10,226,  1.6,  2.3,  3.2,Revisado
1999-04-29,09:06:02,   4.525, -75.640,   0.5,  2.4,,QUINDIO,CALARCA,5, 0.50,183,  3.9,  6.2,  8.3,Revisado
1999-04-30,03:20:37,   4.285, -75.741,  20.0,  1.9,,QUINDIO,PIJAO,3, 0.10,244,  3.0,  6.6,  7.5,Revisado
1999-04-30,06:36:02,   4.256, -75.639, 166.0,  2.5,,QUINDIO,PIJAO,5, 0.70,157,  7.9, 19.1, 18.1,Revisado
1999-05-05,06:43:07,   4.436, -75.668,   7.8,  2.1,,QUINDIO,CORDOBA,4, 0.70,182,  4.8, 25.7, 30.3,Revisado
1999-05-05,22:05:13,   4.577, -75.658,   0.2,  2.4,,QUINDIO,CALARCA,5, 1.10,184, 12.3, 21.1, 41.6,Revisado
1999-05-07,22:47:50,   4.513, -75.665,   3.4,  2.5,,QUINDIO,CALARCA,4, 0.80,262, 10.5, 15.5, 19.9,Revisado
1999-05-10,05:18:54,   4.529, -75.690,   5.1,  2.1,,QUINDIO,ARMENIA,4, 0.60,180,  3.4, 20.0, 14.1,Revisado
1999-05-10,05:33:13,   4.496, -75.661,   6.0,  2.1,,QUINDIO,CALARCA,5, 0.30,184,  2.7,  8.4, 14.2,Revisado
1999-05-12,01:03:25,   4.427, -75.678,   6.7,  2.1,,QUINDIO,CORDOBA,5, 0.40,192,  4.7, 13.7,  9.8,Revisado
1999-05-13,03:30:01,   4.446, -75.695,   3.7,  2.3,,QUINDIO,CORDOBA,4, 0.90,195,  5.8, 31.6, 35.1,Revisado
1999-05-13,14:31:16,   4.516, -75.676,   3.9,  2.8,,QUINDIO,ARMENIA,7, 0.90,171,  9.8, 24.6, 10.9,Revisado
1999-05-15,14:08:20,   4.494, -75.667,   5.3,  2.6,,QUINDIO,CALARCA,6, 0.70,172,  6.7, 19.8,  7.0,Revisado
1999-05-16,03:44:26,   4.492, -75.664,   5.0,  2.6,,QUINDIO,CALARCA,7, 0.50,160,  3.8, 14.0, 19.2,Revisado
1999-05-16,06:13:23,   4.253, -75.798,   0.0,  2.9,,QUINDIO,GENOVA,5, 0.80,180, 15.0, 35.4, 27.3,Revisado
1999-05-16,06:50:03,   4.511, -75.668,   3.7,  3.1,,QUINDIO,CALARCA,11, 0.60,161,  5.1,  8.0, 17.0,Revisado
1999-05-16,12:15:27,   4.422, -75.685,   7.7,  2.3,,QUINDIO,CORDOBA,7, 0.80,185,  8.5, 32.8, 34.4,Revisado
1999-05-19,00:23:43,   4.504, -75.729,   3.6,  2.2,,QUINDIO,ARMENIA,6, 0.70,195,  8.1, 12.6, 24.2,Revisado
1999-05-20,04:15:40,   4.504, -75.592,   1.3,  2.1,,QUINDIO,CALARCA,4, 0.40,181,  3.9,  6.4, 13.6,Revisado
1999-05-20,04:49:38,   4.528, -75.644,   3.0,  2.6,,QUINDIO,CALARCA,6, 0.90,183,  7.2, 15.4, 22.5,Revisado
1999-05-22,16:27:13,   4.489, -75.665,   4.3,  2.3,,QUINDIO,CALARCA,5, 0.60,160,  3.3,  4.9, 10.9,Revisado
1999-05-23,05:47:41,   4.515, -75.678,   0.1,  3.0,,QUINDIO,ARMENIA,7, 0.60,153, 12.3, 15.5, 42.4,Revisado
1999-05-23,09:07:00,   4.449, -75.904,  10.0,  2.5,,QUINDIO,LA_TEBAIDA,5, 1.00,162, 13.2, 31.3, 48.5,Revisado
1999-05-23,20:48:08,   4.481, -75.690,   3.2,  2.3,,QUINDIO,ARMENIA,5, 0.40,150,  2.8,  9.5, 11.4,Revisado
1999-05-24,09:50:12,   4.401, -75.663,   2.1,  2.1,,QUINDIO,CORDOBA,5, 0.70,148,  5.7, 13.7, 18.8,Revisado
1999-05-24,11:05:12,   4.232, -75.532,   4.9,  2.2,,QUINDIO,PIJAO,5, 0.40,171,  3.3,  4.9,  8.1,Revisado
1999-05-25,05:49:27,   4.484, -75.684,   4.5,  2.1,,QUINDIO,ARMENIA,5, 0.60,148,  2.5,  8.8, 11.4,Revisado
1999-05-29,03:21:23,   4.698, -75.686, 140.0,  1.9,,QUINDIO,FILANDIA,4, 0.80,151,  5.1, 15.8, 34.1,Revisado
1999-06-03,09:47:06,   4.501, -75.665,   4.0,  2.5,,QUINDIO,CALARCA,4, 1.20,227, 18.3, 34.1, 52.9,Revisado
1999-06-14,00:24:42,   4.479, -75.664,   8.9,  2.3,,QUINDIO,CALARCA,5, 0.30,151,  3.5, 21.2, 26.8,Revisado
1999-06-15,07:08:23,   4.441, -75.628,  19.1,  2.0,,QUINDIO,CORDOBA,4, 0.40,149,  3.4, 15.8, 15.0,Revisado
1999-06-27,00:40:47,   4.484, -75.700,   5.8,  2.5,,QUINDIO,ARMENIA,4, 0.30,221,  4.3,  9.2, 11.8,Revisado
1999-06-27,17:39:47,   4.589, -75.622,  26.2,  2.6,,QUINDIO,CIRCASIA,4, 0.40,248, 13.8, 10.2,  9.9,Revisado
1999-06-29,01:58:30,   4.366, -75.613,   2.6,  3.7,,QUINDIO,CORDOBA,7, 1.30,185, 13.8, 22.0, 33.0,Revisado
1999-06-30,10:04:06,   4.499, -75.670,   3.9,  2.1,,QUINDIO,ARMENIA,5, 0.60,219,  8.1, 12.5, 21.4,Revisado
1999-07-03,06:56:28,   4.414, -75.643,   3.4,  2.5,,QUINDIO,CORDOBA,8, 1.20,151,  9.7, 12.0, 22.7,Revisado
1999-07-03,09:57:11,   4.387, -75.641,  14.0,  2.5,,QUINDIO,CORDOBA,5, 0.50,202,  6.4, 11.5, 14.0,Revisado
1999-07-03,18:30:48,   4.633, -75.533,  47.0,  2.7,,QUINDIO,SALENTO,4, 0.60,273, 12.5, 18.7, 16.0,Revisado
1999-07-13,16:13:36,   4.477, -75.660,   8.3,  2.6,,QUINDIO,CALARCA,4, 0.40,258, 12.9, 28.0, 32.9,Revisado
1999-07-20,09:18:53,   4.394, -75.704,   4.0,  2.4,,QUINDIO,CORDOBA,5, 0.80,152,  6.5,  8.3, 14.3,Revisado
1999-07-23,04:34:05,   4.408, -75.685,   4.0,  2.4,,QUINDIO,CORDOBA,5, 0.80,151, 13.4, 12.5, 16.2,Revisado
1999-07-25,17:20:47,   4.490, -75.665,   4.0,  2.4,,QUINDIO,CALARCA,4, 0.90,191,  7.6, 10.8, 16.2,Revisado
1999-07-29,23:24:01,   4.435, -75.739,   4.2,  2.4,,QUINDIO,CORDOBA,5, 1.20,154, 14.2, 24.6, 39.5,Revisado
1999-08-01,11:17:01,   4.507, -75.631,   0.0,  2.3,,QUINDIO,CALARCA,3, 0.40,277, 13.9,  8.6, 12.0,Revisado
1999-08-04,14:19:39,   4.601, -75.591,   0.0,  2.3,,QUINDIO,SALENTO,3, 1.00,269, 71.1, 82.2, 76.7,Revisado
1999-08-25,01:05:42,   4.436, -75.779,   1.5,  2.3,,QUINDIO,LA_TEBAIDA,4, 1.40,156, 14.2, 14.4, 21.6,Revisado
1999-08-28,21:05:18,   4.445, -75.724,   4.0,  2.4,,QUINDIO,CORDOBA,7, 0.90,154,  7.1, 14.1, 25.4,Revisado
1999-09-04,22:18:57,   4.434, -75.676,   4.0,  2.6,,QUINDIO,CORDOBA,6, 0.70,151,  5.9,  7.0, 12.5,Revisado
1999-09-05,08:41:49,   4.436, -75.643,   0.1,  2.3,,QUINDIO,CORDOBA,3, 0.10,228,  1.8,  3.1,  3.8,Revisado
1999-09-25,19:47:18,   4.446, -75.665,   4.0,  2.4,,QUINDIO,CORDOBA,5, 0.90,207, 11.1, 10.3, 15.4,Revisado
1999-10-08,09:50:39,   4.395, -75.709,   6.4,  2.3,,QUINDIO,CORDOBA,5, 0.70,207,  7.1,  8.1, 11.9,Revisado
1999-10-13,04:42:34,   4.326, -75.707,   4.0,  2.4,,QUINDIO,PIJAO,4, 1.80,200, 73.6, 53.3, 27.5,Revisado
1999-10-13,13:10:56,   4.313, -75.727,   4.0,  4.2,,QUINDIO,PIJAO,10, 1.50,106, 18.7, 19.2, 38.9,Revisado
1999-10-14,12:55:16,   4.489, -75.734,   0.0,  2.7,,QUINDIO,ARMENIA,4, 1.70,224, 80.3, 68.5, 60.2,Revisado
1999-10-21,15:50:43,   4.477, -75.719,   4.0,  3.7,,QUINDIO,ARMENIA,11, 1.10,106,  8.7,  9.2, 21.3,Revisado
1999-10-21,16:00:34,   4.421, -75.666,   4.0,  2.9,,QUINDIO,CORDOBA,6, 1.40,206, 30.5, 23.1, 34.9,Revisado
1999-10-22,00:46:20,   4.475, -75.708,   4.0,  3.7,,QUINDIO,ARMENIA,10, 1.10,105,  9.8,  8.6, 15.5,Revisado
1999-10-28,20:28:50,   4.465, -75.775,   4.0,  2.8,,QUINDIO,LA_TEBAIDA,5, 0.70,223, 25.8, 19.6, 17.1,Revisado
1999-11-02,22:52:07,   4.324, -75.658,   0.3,  2.5,,QUINDIO,PIJAO,4, 0.80,195, 18.1, 30.4, 21.9,Revisado
1999-11-09,15:31:22,   4.364, -75.729,   4.0,  3.6,,QUINDIO,BUENAVISTA,9, 1.60,195, 20.3, 22.4, 25.4,Revisado
1999-11-09,17:02:24,   4.447, -75.671,   4.0,  3.2,,QUINDIO,CORDOBA,6, 1.10,195, 19.3, 18.3, 23.4,Revisado
1999-11-22,21:15:06,   4.596, -75.782, 150.7,  2.6,,QUINDIO,QUIMBAYA,4, 0.50,119,  5.5,  8.2, 42.0,Revisado
1999-11-30,02:09:42,   4.546, -75.768,  32.1,  2.4,,QUINDIO,MONTENEGRO,7, 0.90,116,  7.3,  6.4, 31.3,Revisado
1999-12-13,16:07:04,   4.495, -75.679,   4.0,  2.5,,QUINDIO,ARMENIA,8, 0.90,110,  5.9,  7.2, 12.0,Revisado
1999-12-14,06:48:33,   4.542, -75.592,   0.0,  2.1,,QUINDIO,CALARCA,4, 0.50,181,  5.6,  5.5,  9.0,Revisado
2000-01-19,23:13:22,   4.511, -75.662,   4.4,  2.5,,QUINDIO,CALARCA,4, 0.60,187, 28.8, 14.5, 37.9,Revisado
2000-02-01,06:08:00,   4.613, -75.597,   2.5,  2.3,,QUINDIO,SALENTO,4, 0.80,182, 11.6, 14.8, 35.7,Revisado
2000-02-04,15:10:41,   4.469, -75.633,  11.9,  3.8,,QUINDIO,CALARCA,10, 1.00,111, 12.2, 12.7, 42.3,Revisado
2000-02-14,07:25:25,   4.544, -75.655,   1.4,  2.1,,QUINDIO,CALARCA,5, 0.90,111, 10.2,  7.9, 28.4,Revisado
2000-02-19,07:26:50,   4.638, -75.466,   0.0,  1.8,,QUINDIO,SALENTO,4, 1.00,174, 12.0, 24.5, 21.8,Revisado
2000-03-23,03:17:23,   4.628, -75.742, 156.3,  3.9,,QUINDIO,QUIMBAYA,9, 0.70,118,  8.4,  9.0, 16.4,Revisado
2000-04-10,23:10:46,   4.513, -75.677,   1.6,  2.7,,QUINDIO,ARMENIA,5, 1.00,111, 10.2,  8.9, 29.5,Revisado
2000-04-10,23:31:38,   4.529, -75.673,   0.0,  3.3,,QUINDIO,ARMENIA,6, 1.50,111, 13.1, 10.3, 31.5,Revisado
2000-04-23,02:25:43,   4.436, -75.872, 173.6,  4.2,,QUINDIO,LA_TEBAIDA,8, 1.00,117, 12.2, 12.4, 22.5,Revisado
2000-05-01,18:51:42,   4.526, -75.640,   0.8,  2.6,,QUINDIO,CALARCA,4, 1.00,168, 10.8,  6.2, 17.5,Revisado
2000-05-09,21:20:19,   4.590, -75.667,   1.7,  2.4,,QUINDIO,CIRCASIA,4, 1.30,164, 10.9,  6.4, 22.0,Revisado
2000-05-24,00:54:12,   4.441, -75.658,   0.6,  2.8,,QUINDIO,CORDOBA,3, 0.30,169, 17.7,  9.7, 34.4,Revisado
2000-06-04,15:23:17,   4.549, -75.631,   0.6,  1.7,,QUINDIO,CALARCA,4, 0.70,223,  5.8, 13.4, 18.8,Revisado
2000-06-10,04:55:08,   4.638, -75.650,   1.2,  2.8,,QUINDIO,CIRCASIA,6, 0.80,113, 11.0, 12.3, 37.5,Revisado
2000-06-14,01:26:25,   4.590, -75.593,  24.1,  3.0,,QUINDIO,SALENTO,4, 0.80,110,  2.2,  2.2,  8.8,Revisado
2000-06-24,00:35:40,   4.491, -75.554,  19.8,  2.6,,QUINDIO,CALARCA,3, 0.40,183,  2.9,  4.6, 13.6,Revisado
2000-06-29,14:50:02,   4.459, -75.596,   7.5,  3.4,,QUINDIO,CALARCA,7, 0.90,151,  9.4, 12.0, 36.8,Revisado
2000-07-12,00:35:22,   4.287, -75.760,  30.0,  2.7,,QUINDIO,PIJAO,3, 0.60,281, 10.7, 10.1, 47.3,Revisado
2000-07-22,01:36:54,   4.400, -75.827,  66.5,  2.2,,QUINDIO,LA_TEBAIDA,3, 0.20,225,  8.7, 26.1,  6.9,Revisado
2000-07-31,17:11:58,   4.459, -75.693,   0.0,  2.2,,QUINDIO,CORDOBA,3, 0.90,233,  7.5, 26.8, 36.4,Revisado
2000-08-01,05:27:12,   4.409, -75.601,  13.5,  2.2,,QUINDIO,CORDOBA,4, 0.90,230,  4.2, 11.8, 18.8,Revisado
2000-08-13,01:12:03,   4.680, -75.723, 150.0,  2.7,,QUINDIO,FILANDIA,4, 0.50,211,  8.3, 23.9, 21.8,Revisado
2000-08-14,16:28:17,   4.484, -75.635,   1.1,  3.0,,QUINDIO,CALARCA,4, 0.90,228, 21.7, 29.5, 56.4,Revisado
2000-08-14,17:09:39,   4.502, -75.680,   4.2,  2.4,,QUINDIO,ARMENIA,4, 0.60,229, 13.4, 23.1, 33.7,Revisado
